"Notes"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"2012"	"2012"	"Female"	"F"	"Black or African American"	"2054-5"	659	21087405	3.1251
	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	5630	101925742	5.5236
	"2012"	"2012"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	635	1285777	49.3865
	"2012"	"2012"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	266	8199631	3.2440
	"2012"	"2012"	"Male"	"M"	"Black or African American"	"2054-5"	1726	19303983	8.9412
	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	14754	98773105	14.9373
	"2013"	"2013"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	357	1345729	26.5284
	"2013"	"2013"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	67	9247628	0.7245
	"2013"	"2013"	"Female"	"F"	"Black or African American"	"2054-5"	657	21291814	3.0857
	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	5859	101981588	5.7452
	"2013"	"2013"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	661	1297271	50.9531
	"2013"	"2013"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	249	8446242	2.9481
	"2013"	"2013"	"Male"	"M"	"Black or African American"	"2054-5"	1862	19510272	9.5437
	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	15401	98936925	15.5665
	"2014"	"2014"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	420	1358332	30.9203
	"2014"	"2014"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	68	9635601	0.7057
	"2014"	"2014"	"Female"	"F"	"Black or African American"	"2054-5"	769	21550453	3.5684
	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	6302	102006574	6.1780
	"2014"	"2014"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	658	1308965	50.2687
	"2014"	"2014"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	314	8801307	3.5677
	"2014"	"2014"	"Male"	"M"	"Black or African American"	"2054-5"	1868	19766066	9.4505
	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	15996	99042219	16.1507
	"2015"	"2015"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	417	1369293	30.4537
	"2015"	"2015"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	78	9989346	0.7808
	"2015"	"2015"	"Female"	"F"	"Black or African American"	"2054-5"	888	21781596	4.0768
	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	6921	102059896	6.7813
	"2015"	"2015"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	762	1320413	57.7092
	"2015"	"2015"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	313	9127211	3.4293
	"2015"	"2015"	"Male"	"M"	"Black or African American"	"2054-5"	1970	19995887	9.8520
	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	17096	99182385	17.2369
	"2016"	"2016"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	444	1380765	32.1561
	"2016"	"2016"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	88	10171988	0.8651
	"2016"	"2016"	"Female"	"F"	"Black or African American"	"2054-5"	845	21960417	3.8478
	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	7323	102080754	7.1737
	"2016"	"2016"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	781	1330302	58.7085
	"2016"	"2016"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	327	9307742	3.5132
	"2016"	"2016"	"Male"	"M"	"Black or African American"	"2054-5"	2118	20181252	10.4949
	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	18000	99244006	18.1371
	"2017"	"2017"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	453	1390265	32.5837
	"2017"	"2017"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	100	10535836	0.9491
	"2017"	"2017"	"Female"	"F"	"Black or African American"	"2054-5"	850	22208090	3.8274
	"2017"	"2017"	"Female"	"F"	"White"	"2106-3"	7578	102009336	7.4287
	"2017"	"2017"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	753	1338910	56.2398
	"2017"	"2017"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	398	9642283	4.1277
	"2017"	"2017"	"Male"	"M"	"Black or African American"	"2054-5"	2172	20416272	10.6386
	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	18486	99231457	18.6292
	"2018"	"2018"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	524	1399506	37.4418
	"2018"	"2018"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	124	10719798	1.1567
	"2018"	"2018"	"Female"	"F"	"Black or African American"	"2054-5"	923	22361868	4.1276
	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	8036	101920022	7.8846
	"2018"	"2018"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	847	1346333	62.9116
	"2018"	"2018"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	407	9826947	4.1417
	"2018"	"2018"	"Male"	"M"	"Black or African American"	"2054-5"	2252	20572958	10.9464
	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	19072	99148256	19.2358
	"2019"	"2019"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	544	1409454	38.5965
	"2019"	"2019"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	120	10825506	1.1085
	"2019"	"2019"	"Female"	"F"	"Black or African American"	"2054-5"	995	22519636	4.4184
	"2019"	"2019"	"Female"	"F"	"White"	"2106-3"	8412	101826403	8.2611
	"2019"	"2019"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	828	1355989	61.0624
	"2019"	"2019"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	415	9935060	4.1771
	"2019"	"2019"	"Male"	"M"	"Black or African American"	"2054-5"	2425	20716167	11.7058
	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	19649	99079071	19.8316
	"2020 "	"2020"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	759	1411437	53.7750
	"2020 "	"2020"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	136	11077731	1.2277
	"2020 "	"2020"	"Female"	"F"	"Black or African American"	"2054-5"	1302	22715825	5.7317
	"2020 "	"2020"	"Female"	"F"	"White"	"2106-3"	10534	101632584	10.3648
	"2020 "	"2020"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	1095	1354955	80.8145
	"2020 "	"2020"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	575	10207105	5.6333
	"2020 "	"2020"	"Male"	"M"	"Black or African American"	"2054-5"	3076	20904808	14.7143
	"2020 "	"2020"	"Male"	"M"	"White"	"2106-3"	24680	98866799	24.9629
