"Notes"	"Year"	"Year Code"	"Month"	"Month Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"2020"	"2020"	"Jun., 2020"	"2020/06"	"Male"	"M"	90	Not Applicable	Not Applicable
	"2020"	"2020"	"Jul., 2020"	"2020/07"	"Female"	"F"	26	Not Applicable	Not Applicable
	"2020"	"2020"	"Jul., 2020"	"2020/07"	"Male"	"M"	85	Not Applicable	Not Applicable
	"2020"	"2020"	"Aug., 2020"	"2020/08"	"Female"	"F"	34	Not Applicable	Not Applicable
	"2020"	"2020"	"Aug., 2020"	"2020/08"	"Male"	"M"	87	Not Applicable	Not Applicable
	"2020"	"2020"	"Sep., 2020"	"2020/09"	"Female"	"F"	31	Not Applicable	Not Applicable
	"2020"	"2020"	"Sep., 2020"	"2020/09"	"Male"	"M"	102	Not Applicable	Not Applicable
	"2020"	"2020"	"Oct., 2020"	"2020/10"	"Female"	"F"	24	Not Applicable	Not Applicable
	"2020"	"2020"	"Oct., 2020"	"2020/10"	"Male"	"M"	71	Not Applicable	Not Applicable
	"2020"	"2020"	"Nov., 2020"	"2020/11"	"Female"	"F"	42	Not Applicable	Not Applicable
	"2020"	"2020"	"Nov., 2020"	"2020/11"	"Male"	"M"	73	Not Applicable	Not Applicable
	"2020"	"2020"	"Dec., 2020"	"2020/12"	"Female"	"F"	32	Not Applicable	Not Applicable
	"2020"	"2020"	"Dec., 2020"	"2020/12"	"Male"	"M"	93	Not Applicable	Not Applicable
	"2021"	"2021"	"Jan., 2021"	"2021/01"	"Female"	"F"	29	Not Applicable	Not Applicable
	"2021"	"2021"	"Jan., 2021"	"2021/01"	"Male"	"M"	94	Not Applicable	Not Applicable
	"2021"	"2021"	"Feb., 2021"	"2021/02"	"Female"	"F"	28	Not Applicable	Not Applicable
	"2021"	"2021"	"Feb., 2021"	"2021/02"	"Male"	"M"	76	Not Applicable	Not Applicable
	"2021"	"2021"	"Mar., 2021"	"2021/03"	"Female"	"F"	32	Not Applicable	Not Applicable
	"2021"	"2021"	"Mar., 2021"	"2021/03"	"Male"	"M"	94	Not Applicable	Not Applicable
	"2021"	"2021"	"Apr., 2021"	"2021/04"	"Female"	"F"	31	Not Applicable	Not Applicable
	"2021"	"2021"	"Apr., 2021"	"2021/04"	"Male"	"M"	87	Not Applicable	Not Applicable
	"2021"	"2021"	"May, 2021"	"2021/05"	"Female"	"F"	39	Not Applicable	Not Applicable
	"2021"	"2021"	"May, 2021"	"2021/05"	"Male"	"M"	103	Not Applicable	Not Applicable
	"2021"	"2021"	"Jun., 2021"	"2021/06"	"Female"	"F"	37	Not Applicable	Not Applicable
	"2021"	"2021"	"Jun., 2021"	"2021/06"	"Male"	"M"	85	Not Applicable	Not Applicable
	"2021"	"2021"	"Jul., 2021"	"2021/07"	"Female"	"F"	35	Not Applicable	Not Applicable
	"2021"	"2021"	"Jul., 2021"	"2021/07"	"Male"	"M"	71	Not Applicable	Not Applicable
	"2021"	"2021"	"Aug., 2021"	"2021/08"	"Female"	"F"	37	Not Applicable	Not Applicable
	"2021"	"2021"	"Aug., 2021"	"2021/08"	"Male"	"M"	94	Not Applicable	Not Applicable
	"2021"	"2021"	"Sep., 2021"	"2021/09"	"Female"	"F"	36	Not Applicable	Not Applicable
	"2021"	"2021"	"Sep., 2021"	"2021/09"	"Male"	"M"	85	Not Applicable	Not Applicable
	"2021"	"2021"	"Oct., 2021"	"2021/10"	"Female"	"F"	54	Not Applicable	Not Applicable
	"2021"	"2021"	"Oct., 2021"	"2021/10"	"Male"	"M"	90	Not Applicable	Not Applicable
	"2021"	"2021"	"Nov., 2021"	"2021/11"	"Female"	"F"	28	Not Applicable	Not Applicable
	"2021"	"2021"	"Nov., 2021"	"2021/11"	"Male"	"M"	87	Not Applicable	Not Applicable
	"2021"	"2021"	"Dec., 2021"	"2021/12"	"Female"	"F"	30	Not Applicable	Not Applicable
	"2021"	"2021"	"Dec., 2021"	"2021/12"	"Male"	"M"	99	Not Applicable	Not Applicable
	"2022"	"2022"	"Jan., 2022"	"2022/01"	"Female"	"F"	44	Not Applicable	Not Applicable
	"2022"	"2022"	"Jan., 2022"	"2022/01"	"Male"	"M"	99	Not Applicable	Not Applicable
	"2022"	"2022"	"Feb., 2022"	"2022/02"	"Female"	"F"	28	Not Applicable	Not Applicable
	"2022"	"2022"	"Feb., 2022"	"2022/02"	"Male"	"M"	85	Not Applicable	Not Applicable
	"2022"	"2022"	"Mar., 2022"	"2022/03"	"Female"	"F"	46	Not Applicable	Not Applicable
	"2022"	"2022"	"Mar., 2022"	"2022/03"	"Male"	"M"	95	Not Applicable	Not Applicable
	"2022"	"2022"	"Apr., 2022"	"2022/04"	"Female"	"F"	34	Not Applicable	Not Applicable
	"2022"	"2022"	"Apr., 2022"	"2022/04"	"Male"	"M"	91	Not Applicable	Not Applicable
	"2022"	"2022"	"May, 2022"	"2022/05"	"Female"	"F"	47	Not Applicable	Not Applicable
	"2022"	"2022"	"May, 2022"	"2022/05"	"Male"	"M"	81	Not Applicable	Not Applicable
	"2022"	"2022"	"Jun., 2022"	"2022/06"	"Female"	"F"	31	Not Applicable	Not Applicable
	"2022"	"2022"	"Jun., 2022"	"2022/06"	"Male"	"M"	75	Not Applicable	Not Applicable
	"2022"	"2022"	"Jul., 2022"	"2022/07"	"Female"	"F"	39	Not Applicable	Not Applicable
	"2022"	"2022"	"Jul., 2022"	"2022/07"	"Male"	"M"	91	Not Applicable	Not Applicable
	"2022"	"2022"	"Aug., 2022"	"2022/08"	"Female"	"F"	37	Not Applicable	Not Applicable
	"2022"	"2022"	"Aug., 2022"	"2022/08"	"Male"	"M"	102	Not Applicable	Not Applicable
	"2022"	"2022"	"Sep., 2022"	"2022/09"	"Female"	"F"	48	Not Applicable	Not Applicable
	"2022"	"2022"	"Sep., 2022"	"2022/09"	"Male"	"M"	80	Not Applicable	Not Applicable
	"2022"	"2022"	"Oct., 2022"	"2022/10"	"Female"	"F"	42	Not Applicable	Not Applicable
	"2022"	"2022"	"Oct., 2022"	"2022/10"	"Male"	"M"	83	Not Applicable	Not Applicable
	"2022"	"2022"	"Nov., 2022"	"2022/11"	"Female"	"F"	30	Not Applicable	Not Applicable
	"2022"	"2022"	"Nov., 2022"	"2022/11"	"Male"	"M"	93	Not Applicable	Not Applicable
	"2022"	"2022"	"Dec., 2022"	"2022/12"	"Female"	"F"	42	Not Applicable	Not Applicable
	"2022"	"2022"	"Dec., 2022"	"2022/12"	"Male"	"M"	106	Not Applicable	Not Applicable
	"2023 "	"2023"	"Jan., 2023 "	"2023/01"	"Female"	"F"	34	Not Applicable	Not Applicable
	"2023 "	"2023"	"Jan., 2023 "	"2023/01"	"Male"	"M"	89	Not Applicable	Not Applicable
	"2023 "	"2023"	"Feb., 2023 "	"2023/02"	"Female"	"F"	32	Not Applicable	Not Applicable
	"2023 "	"2023"	"Feb., 2023 "	"2023/02"	"Male"	"M"	65	Not Applicable	Not Applicable
	"2023 "	"2023"	"Mar., 2023 "	"2023/03"	"Female"	"F"	34	Not Applicable	Not Applicable
	"2023 "	"2023"	"Mar., 2023 "	"2023/03"	"Male"	"M"	80	Not Applicable	Not Applicable
	"2023 "	"2023"	"Apr., 2023 "	"2023/04"	"Female"	"F"	38	Not Applicable	Not Applicable
	"2023 "	"2023"	"Apr., 2023 "	"2023/04"	"Male"	"M"	95	Not Applicable	Not Applicable
	"2023 "	"2023"	"May, 2023 "	"2023/05"	"Female"	"F"	54	Not Applicable	Not Applicable
	"2023 "	"2023"	"May, 2023 "	"2023/05"	"Male"	"M"	83	Not Applicable	Not Applicable
	"2023 "	"2023"	"Jun., 2023 "	"2023/06"	"Female"	"F"	35	Not Applicable	Not Applicable
	"2023 "	"2023"	"Jun., 2023 "	"2023/06"	"Male"	"M"	98	Not Applicable	Not Applicable
	"2023 "	"2023"	"Jul., 2023 "	"2023/07"	"Female"	"F"	44	Not Applicable	Not Applicable
	"2023 "	"2023"	"Jul., 2023 "	"2023/07"	"Male"	"M"	94	Not Applicable	Not Applicable
	"2023 "	"2023"	"Aug., 2023 "	"2023/08"	"Female"	"F"	39	Not Applicable	Not Applicable
	"2023 "	"2023"	"Aug., 2023 "	"2023/08"	"Male"	"M"	71	Not Applicable	Not Applicable
	"2023 "	"2023"	"Sep., 2023 "	"2023/09"	"Female"	"F"	35	Not Applicable	Not Applicable
	"2023 "	"2023"	"Sep., 2023 "	"2023/09"	"Male"	"M"	57	Not Applicable	Not Applicable
	"2023 "	"2023"	"Oct., 2023 "	"2023/10"	"Female"	"F"	33	Not Applicable	Not Applicable
	"2023 "	"2023"	"Oct., 2023 "	"2023/10"	"Male"	"M"	73	Not Applicable	Not Applicable
	"2023 "	"2023"	"Nov., 2023 "	"2023/11"	"Female"	"F"	32	Not Applicable	Not Applicable
	"2023 "	"2023"	"Nov., 2023 "	"2023/11"	"Male"	"M"	79	Not Applicable	Not Applicable
	"2023 "	"2023"	"Dec., 2023 "	"2023/12"	"Female"	"F"	37	Not Applicable	Not Applicable
	"2023 "	"2023"	"Dec., 2023 "	"2023/12"	"Male"	"M"	99	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Jan., 2024 (provisional)"	"2024/01"	"Female"	"F"	35	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Jan., 2024 (provisional)"	"2024/01"	"Male"	"M"	85	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Feb., 2024 (provisional)"	"2024/02"	"Female"	"F"	32	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Feb., 2024 (provisional)"	"2024/02"	"Male"	"M"	75	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Mar., 2024 (provisional)"	"2024/03"	"Female"	"F"	28	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Mar., 2024 (provisional)"	"2024/03"	"Male"	"M"	74	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Apr., 2024 (provisional)"	"2024/04"	"Female"	"F"	28	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Apr., 2024 (provisional)"	"2024/04"	"Male"	"M"	86	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"May, 2024 (provisional)"	"2024/05"	"Female"	"F"	29	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"May, 2024 (provisional)"	"2024/05"	"Male"	"M"	76	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Jun., 2024 (provisional)"	"2024/06"	"Female"	"F"	39	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Jun., 2024 (provisional)"	"2024/06"	"Male"	"M"	66	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Jul., 2024 (provisional)"	"2024/07"	"Female"	"F"	24	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Jul., 2024 (provisional)"	"2024/07"	"Male"	"M"	70	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Aug., 2024 (provisional)"	"2024/08"	"Female"	"F"	26	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Aug., 2024 (provisional)"	"2024/08"	"Male"	"M"	65	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Sep., 2024 (provisional)"	"2024/09"	"Female"	"F"	29	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Sep., 2024 (provisional)"	"2024/09"	"Male"	"M"	46	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Oct., 2024 (provisional)"	"2024/10"	"Female"	"F"	17	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Oct., 2024 (provisional)"	"2024/10"	"Male"	"M"	56	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Nov., 2024 (provisional)"	"2024/11"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Nov., 2024 (provisional)"	"2024/11"	"Male"	"M"	35	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Dec., 2024 (provisional)"	"2024/12"	"Female"	"F"	12	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Dec., 2024 (provisional)"	"2024/12"	"Male"	"M"	31	Not Applicable	Not Applicable
