"Notes"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Residence State"	"Residence State Code"	Deaths	Population	Crude Rate
	"2019"	"2019"	"Female"	"F"	"Kentucky"	"21"	86	2266644	3.7942
	"2019"	"2019"	"Female"	"F"	"Louisiana"	"22"	71	2381744	2.9810
	"2019"	"2019"	"Female"	"F"	"Maine"	"23"	47	686100	6.8503
	"2019"	"2019"	"Female"	"F"	"Maryland"	"24"	74	3116815	2.3742
	"2019"	"2019"	"Female"	"F"	"Massachusetts"	"25"	126	3546935	3.5524
	"2019"	"2019"	"Female"	"F"	"Michigan"	"26"	236	5068329	4.6564
	"2019"	"2019"	"Female"	"F"	"Minnesota"	"27"	182	2829821	6.4315
	"2019"	"2019"	"Female"	"F"	"Mississippi"	"28"	38	1533857	2.4774
	"2019"	"2019"	"Female"	"F"	"Missouri"	"29"	106	3124766	3.3923
	"2019"	"2019"	"Female"	"F"	"Montana"	"30"	54	530712	10.1750
	"2019"	"2019"	"Female"	"F"	"Nebraska"	"31"	57	967959	5.8887
	"2019"	"2019"	"Female"	"F"	"Nevada"	"32"	111	1535329	7.2297
	"2019"	"2019"	"Female"	"F"	"New Hampshire"	"33"	30	685918	4.3737
	"2019"	"2019"	"Female"	"F"	"New Jersey"	"34"	98	4541603	2.1578
	"2019"	"2019"	"Female"	"F"	"New Mexico"	"35"	127	1059397	11.9880
	"2019"	"2019"	"Female"	"F"	"New York"	"36"	249	10005715	2.4886
	"2019"	"2019"	"Female"	"F"	"North Carolina"	"37"	203	5387820	3.7678
	"2019"	"2019"	"Female"	"F"	"North Dakota"	"38"	22	372030	5.9135
	"2019"	"2019"	"Female"	"F"	"Ohio"	"39"	239	5958538	4.0111
	"2019"	"2019"	"Female"	"F"	"Oklahoma"	"40"	113	1996313	5.6604
	"2019"	"2019"	"Female"	"F"	"Oregon"	"41"	193	2127010	9.0738
	"2019"	"2019"	"Female"	"F"	"Pennsylvania"	"42"	200	6527628	3.0639
	"2019"	"2019"	"Female"	"F"	"Rhode Island"	"44"	18	543686	Unreliable
	"2019"	"2019"	"Female"	"F"	"South Carolina"	"45"	115	2655575	4.3305
	"2019"	"2019"	"Female"	"F"	"South Dakota"	"46"	59	437902	13.4733
	"2019"	"2019"	"Female"	"F"	"Tennessee"	"47"	163	3496935	4.6612
	"2019"	"2019"	"Female"	"F"	"Texas"	"48"	489	14593179	3.3509
	"2019"	"2019"	"Female"	"F"	"Utah"	"49"	46	1591041	2.8912
	"2019"	"2019"	"Female"	"F"	"Vermont"	"50"	20	315673	6.3357
	"2019"	"2019"	"Female"	"F"	"Virginia"	"51"	124	4335262	2.8603
	"2019"	"2019"	"Female"	"F"	"Washington"	"53"	334	3802910	8.7827
	"2019"	"2019"	"Female"	"F"	"West Virginia"	"54"	41	904377	4.5335
	"2019"	"2019"	"Female"	"F"	"Wisconsin"	"55"	154	2925225	5.2646
	"2019"	"2019"	"Female"	"F"	"Wyoming"	"56"	33	284029	11.6185
	"2019"	"2019"	"Male"	"M"	"Alabama"	"01"	193	2369517	8.1451
	"2019"	"2019"	"Male"	"M"	"Alaska"	"02"	42	381418	11.0115
	"2019"	"2019"	"Male"	"M"	"Arizona"	"04"	495	3617297	13.6843
	"2019"	"2019"	"Male"	"M"	"Arkansas"	"05"	149	1481616	10.0566
	"2019"	"2019"	"Male"	"M"	"California"	"06"	2781	19644854	14.1564
	"2019"	"2019"	"Male"	"M"	"Colorado"	"08"	486	2901348	16.7508
	"2019"	"2019"	"Male"	"M"	"Connecticut"	"09"	153	1739417	8.7961
	"2019"	"2019"	"Male"	"M"	"Delaware"	"10"	27	470793	5.7350
	"2019"	"2019"	"Male"	"M"	"District of Columbia"	"11"	22	334711	6.5728
	"2019"	"2019"	"Male"	"M"	"Florida"	"12"	1177	10497056	11.2127
	"2019"	"2019"	"Male"	"M"	"Georgia"	"13"	396	5160424	7.6738
	"2019"	"2019"	"Male"	"M"	"Hawaii"	"15"	38	708040	5.3669
	"2019"	"2019"	"Male"	"M"	"Idaho"	"16"	122	895928	13.6172
	"2019"	"2019"	"Male"	"M"	"Illinois"	"17"	461	6226558	7.4038
	"2019"	"2019"	"Male"	"M"	"Indiana"	"18"	346	3320360	10.4206
	"2019"	"2019"	"Male"	"M"	"Iowa"	"19"	163	1571075	10.3751
	"2019"	"2019"	"Male"	"M"	"Kansas"	"20"	154	1451697	10.6083
	"2019"	"2019"	"Male"	"M"	"Kentucky"	"21"	254	2201029	11.5401
	"2019"	"2019"	"Male"	"M"	"Louisiana"	"22"	165	2267050	7.2782
	"2019"	"2019"	"Male"	"M"	"Maine"	"23"	74	658112	11.2443
	"2019"	"2019"	"Male"	"M"	"Maryland"	"24"	174	2928865	5.9409
	"2019"	"2019"	"Male"	"M"	"Massachusetts"	"25"	238	3345568	7.1139
	"2019"	"2019"	"Male"	"M"	"Michigan"	"26"	490	4918528	9.9623
	"2019"	"2019"	"Male"	"M"	"Minnesota"	"27"	321	2809811	11.4243
	"2019"	"2019"	"Male"	"M"	"Mississippi"	"28"	114	1442292	7.9041
	"2019"	"2019"	"Male"	"M"	"Missouri"	"29"	244	3012662	8.0991
	"2019"	"2019"	"Male"	"M"	"Montana"	"30"	82	538066	15.2398
	"2019"	"2019"	"Male"	"M"	"Nebraska"	"31"	131	966449	13.5548
	"2019"	"2019"	"Male"	"M"	"Nevada"	"32"	225	1544827	14.5647
	"2019"	"2019"	"Male"	"M"	"New Hampshire"	"33"	83	673793	12.3183
	"2019"	"2019"	"Male"	"M"	"New Jersey"	"34"	265	4340587	6.1052
	"2019"	"2019"	"Male"	"M"	"New Mexico"	"35"	236	1037432	22.7485
	"2019"	"2019"	"Male"	"M"	"New York"	"36"	652	9447846	6.9010
	"2019"	"2019"	"Male"	"M"	"North Carolina"	"37"	463	5100264	9.0780
	"2019"	"2019"	"Male"	"M"	"North Dakota"	"38"	66	390032	16.9217
	"2019"	"2019"	"Male"	"M"	"Ohio"	"39"	517	5730562	9.0218
	"2019"	"2019"	"Male"	"M"	"Oklahoma"	"40"	326	1960658	16.6271
	"2019"	"2019"	"Male"	"M"	"Oregon"	"41"	372	2090727	17.7929
	"2019"	"2019"	"Male"	"M"	"Pennsylvania"	"42"	396	6274361	6.3114
	"2019"	"2019"	"Male"	"M"	"Rhode Island"	"44"	52	515675	10.0839
	"2019"	"2019"	"Male"	"M"	"South Carolina"	"45"	283	2493139	11.3512
	"2019"	"2019"	"Male"	"M"	"South Dakota"	"46"	75	446757	16.7876
	"2019"	"2019"	"Male"	"M"	"Tennessee"	"47"	450	3332239	13.5044
	"2019"	"2019"	"Male"	"M"	"Texas"	"48"	1393	14402702	9.6718
	"2019"	"2019"	"Male"	"M"	"Utah"	"49"	100	1614917	6.1923
	"2019"	"2019"	"Male"	"M"	"Vermont"	"50"	46	308316	14.9198
	"2019"	"2019"	"Male"	"M"	"Virginia"	"51"	297	4200257	7.0710
	"2019"	"2019"	"Male"	"M"	"Washington"	"53"	561	3811983	14.7167
	"2019"	"2019"	"Male"	"M"	"West Virginia"	"54"	125	887770	14.0802
	"2019"	"2019"	"Male"	"M"	"Wisconsin"	"55"	322	2897209	11.1141
	"2019"	"2019"	"Male"	"M"	"Wyoming"	"56"	82	294730	27.8221
	"2020"	"2020"	"Female"	"F"	"Alabama"	"01"	131	2544566	5.1482
	"2020"	"2020"	"Female"	"F"	"Alaska"	"02"	65	349621	18.5916
	"2020"	"2020"	"Female"	"F"	"Arizona"	"04"	337	3735475	9.0216
	"2020"	"2020"	"Female"	"F"	"Arkansas"	"05"	77	1543666	4.9881
	"2020"	"2020"	"Female"	"F"	"California"	"06"	1329	19790589	6.7153
	"2020"	"2020"	"Female"	"F"	"Colorado"	"08"	316	2881832	10.9652
	"2020"	"2020"	"Female"	"F"	"Connecticut"	"09"	109	1822086	5.9822
	"2020"	"2020"	"Female"	"F"	"Delaware"	"10"	16	510069	Unreliable
	"2020"	"2020"	"Female"	"F"	"District of Columbia"	"11"	Suppressed	374884	Suppressed
	"2020"	"2020"	"Female"	"F"	"Florida"	"12"	711	11113132	6.3978
	"2020"	"2020"	"Female"	"F"	"Georgia"	"13"	222	5508468	4.0302
	"2020"	"2020"	"Female"	"F"	"Hawaii"	"15"	17	702640	Unreliable
	"2020"	"2020"	"Female"	"F"	"Idaho"	"16"	75	910789	8.2346
	"2020"	"2020"	"Female"	"F"	"Illinois"	"17"	264	6402224	4.1236
	"2020"	"2020"	"Female"	"F"	"Indiana"	"18"	183	3422994	5.3462
	"2020"	"2020"	"Female"	"F"	"Iowa"	"19"	74	1587866	4.6603
	"2020"	"2020"	"Female"	"F"	"Kansas"	"20"	72	1462265	4.9239
	"2020"	"2020"	"Female"	"F"	"Kentucky"	"21"	113	2271906	4.9738
	"2020"	"2020"	"Female"	"F"	"Louisiana"	"22"	98	2381158	4.1156
	"2020"	"2020"	"Female"	"F"	"Maine"	"23"	55	688840	7.9844
	"2020"	"2020"	"Female"	"F"	"Maryland"	"24"	116	3123228	3.7141
	"2020"	"2020"	"Female"	"F"	"Massachusetts"	"25"	192	3546542	5.4137
	"2020"	"2020"	"Female"	"F"	"Michigan"	"26"	288	5058742	5.6931
	"2020"	"2020"	"Female"	"F"	"Minnesota"	"27"	249	2838748	8.7715
	"2020"	"2020"	"Female"	"F"	"Mississippi"	"28"	81	1530971	5.2908
	"2020"	"2020"	"Female"	"F"	"Missouri"	"29"	124	3133825	3.9568
	"2020"	"2020"	"Female"	"F"	"Montana"	"30"	73	536476	13.6073
	"2020"	"2020"	"Female"	"F"	"Nebraska"	"31"	66	969739	6.8060
	"2020"	"2020"	"Female"	"F"	"Nevada"	"32"	126	1565619	8.0479
	"2020"	"2020"	"Female"	"F"	"New Hampshire"	"33"	40	689281	5.8031
	"2020"	"2020"	"Female"	"F"	"New Jersey"	"34"	113	4539322	2.4894
	"2020"	"2020"	"Female"	"F"	"New Mexico"	"35"	179	1063860	16.8255
	"2020"	"2020"	"Female"	"F"	"New York"	"36"	284	9946279	2.8553
	"2020"	"2020"	"Female"	"F"	"North Carolina"	"37"	260	5448241	4.7722
	"2020"	"2020"	"Female"	"F"	"North Dakota"	"38"	38	373494	10.1742
	"2020"	"2020"	"Female"	"F"	"Ohio"	"39"	299	5960556	5.0163
	"2020"	"2020"	"Female"	"F"	"Oklahoma"	"40"	126	2009602	6.2699
	"2020"	"2020"	"Female"	"F"	"Oregon"	"41"	227	2139046	10.6122
	"2020"	"2020"	"Female"	"F"	"Pennsylvania"	"42"	237	6516212	3.6371
	"2020"	"2020"	"Female"	"F"	"Rhode Island"	"44"	26	542433	4.7932
	"2020"	"2020"	"Female"	"F"	"South Carolina"	"45"	187	2694628	6.9397
	"2020"	"2020"	"Female"	"F"	"South Dakota"	"46"	76	442058	17.1923
	"2020"	"2020"	"Female"	"F"	"Tennessee"	"47"	243	3528814	6.8862
	"2020"	"2020"	"Female"	"F"	"Texas"	"48"	613	14779708	4.1476
	"2020"	"2020"	"Female"	"F"	"Utah"	"49"	74	1612139	4.5902
	"2020"	"2020"	"Female"	"F"	"Vermont"	"50"	26	315355	8.2447
	"2020"	"2020"	"Female"	"F"	"Virginia"	"51"	184	4363032	4.2173
	"2020"	"2020"	"Female"	"F"	"Washington"	"53"	380	3840014	9.8958
	"2020"	"2020"	"Female"	"F"	"West Virginia"	"54"	37	900511	4.1088
	"2020"	"2020"	"Female"	"F"	"Wisconsin"	"55"	195	2928939	6.6577
	"2020"	"2020"	"Female"	"F"	"Wyoming"	"56"	58	285437	20.3197
	"2020"	"2020"	"Male"	"M"	"Alabama"	"01"	248	2376966	10.4335
	"2020"	"2020"	"Male"	"M"	"Alaska"	"02"	79	381537	20.7057
	"2020"	"2020"	"Male"	"M"	"Arizona"	"04"	578	3685926	15.6813
	"2020"	"2020"	"Male"	"M"	"Arkansas"	"05"	165	1486856	11.0972
	"2020"	"2020"	"Male"	"M"	"California"	"06"	3127	19577489	15.9724
	"2020"	"2020"	"Male"	"M"	"Colorado"	"08"	566	2925887	19.3446
	"2020"	"2020"	"Male"	"M"	"Connecticut"	"09"	210	1734920	12.1043
	"2020"	"2020"	"Male"	"M"	"Delaware"	"10"	41	476740	8.6001
	"2020"	"2020"	"Male"	"M"	"District of Columbia"	"11"	26	337932	7.6939
	"2020"	"2020"	"Male"	"M"	"Florida"	"12"	1454	10620180	13.6909
	"2020"	"2020"	"Male"	"M"	"Georgia"	"13"	473	5201549	9.0934
	"2020"	"2020"	"Male"	"M"	"Hawaii"	"15"	47	704366	6.6727
	"2020"	"2020"	"Male"	"M"	"Idaho"	"16"	163	916124	17.7924
	"2020"	"2020"	"Male"	"M"	"Illinois"	"17"	590	6185306	9.5387
	"2020"	"2020"	"Male"	"M"	"Indiana"	"18"	442	3331959	13.2655
	"2020"	"2020"	"Male"	"M"	"Iowa"	"19"	195	1575695	12.3755
	"2020"	"2020"	"Male"	"M"	"Kansas"	"20"	215	1451540	14.8119
	"2020"	"2020"	"Male"	"M"	"Kentucky"	"21"	329	2205345	14.9183
	"2020"	"2020"	"Male"	"M"	"Louisiana"	"22"	182	2264160	8.0383
	"2020"	"2020"	"Male"	"M"	"Maine"	"23"	115	661301	17.3900
	"2020"	"2020"	"Male"	"M"	"Maryland"	"24"	247	2932574	8.4226
	"2020"	"2020"	"Male"	"M"	"Massachusetts"	"25"	304	3347032	9.0827
	"2020"	"2020"	"Male"	"M"	"Michigan"	"26"	640	4907813	13.0404
	"2020"	"2020"	"Male"	"M"	"Minnesota"	"27"	408	2818594	14.4753
	"2020"	"2020"	"Male"	"M"	"Mississippi"	"28"	199	1435815	13.8597
	"2020"	"2020"	"Male"	"M"	"Missouri"	"29"	280	3017723	9.2785
	"2020"	"2020"	"Male"	"M"	"Montana"	"30"	108	544101	19.8493
	"2020"	"2020"	"Male"	"M"	"Nebraska"	"31"	167	967813	17.2554
	"2020"	"2020"	"Male"	"M"	"Nevada"	"32"	267	1572640	16.9778
	"2020"	"2020"	"Male"	"M"	"New Hampshire"	"33"	80	676994	11.8169
	"2020"	"2020"	"Male"	"M"	"New Jersey"	"34"	328	4343049	7.5523
	"2020"	"2020"	"Male"	"M"	"New Mexico"	"35"	296	1042459	28.3944
	"2020"	"2020"	"Male"	"M"	"New York"	"36"	766	9390497	8.1572
	"2020"	"2020"	"Male"	"M"	"North Carolina"	"37"	538	5152582	10.4414
	"2020"	"2020"	"Male"	"M"	"North Dakota"	"38"	68	391815	17.3551
	"2020"	"2020"	"Male"	"M"	"Ohio"	"39"	653	5732661	11.3909
	"2020"	"2020"	"Male"	"M"	"Oklahoma"	"40"	340	1971181	17.2485
	"2020"	"2020"	"Male"	"M"	"Oregon"	"41"	424	2102461	20.1668
	"2020"	"2020"	"Male"	"M"	"Pennsylvania"	"42"	510	6267042	8.1378
	"2020"	"2020"	"Male"	"M"	"Rhode Island"	"44"	85	514692	16.5147
	"2020"	"2020"	"Male"	"M"	"South Carolina"	"45"	362	2523412	14.3457
	"2020"	"2020"	"Male"	"M"	"South Dakota"	"46"	125	450659	27.7372
	"2020"	"2020"	"Male"	"M"	"Tennessee"	"47"	540	3358020	16.0809
	"2020"	"2020"	"Male"	"M"	"Texas"	"48"	1576	14581051	10.8085
	"2020"	"2020"	"Male"	"M"	"Utah"	"49"	115	1637740	7.0219
	"2020"	"2020"	"Male"	"M"	"Vermont"	"50"	51	307992	16.5589
	"2020"	"2020"	"Male"	"M"	"Virginia"	"51"	377	4227531	8.9177
	"2020"	"2020"	"Male"	"M"	"Washington"	"53"	681	3853598	17.6718
	"2020"	"2020"	"Male"	"M"	"West Virginia"	"54"	136	884276	15.3798
	"2020"	"2020"	"Male"	"M"	"Wisconsin"	"55"	395	2903716	13.6033
	"2020"	"2020"	"Male"	"M"	"Wyoming"	"56"	86	296891	28.9669
	"2021"	"2021"	"Female"	"F"	"Alabama"	"01"	136	2591778	5.2474
	"2021"	"2021"	"Female"	"F"	"Alaska"	"02"	70	348469	20.0879
	"2021"	"2021"	"Female"	"F"	"Arizona"	"04"	425	3642602	11.6675
	"2021"	"2021"	"Female"	"F"	"Arkansas"	"05"	87	1532713	5.6762
	"2021"	"2021"	"Female"	"F"	"California"	"06"	1580	19620646	8.0527
	"2021"	"2021"	"Female"	"F"	"Colorado"	"08"	330	2867419	11.5086
	"2021"	"2021"	"Female"	"F"	"Connecticut"	"09"	92	1836010	5.0109
	"2021"	"2021"	"Female"	"F"	"Delaware"	"10"	24	516048	4.6507
	"2021"	"2021"	"Female"	"F"	"District of Columbia"	"11"	16	351146	Unreliable
	"2021"	"2021"	"Female"	"F"	"Florida"	"12"	699	11070771	6.3139
	"2021"	"2021"	"Female"	"F"	"Georgia"	"13"	261	5529805	4.7199
	"2021"	"2021"	"Female"	"F"	"Hawaii"	"15"	25	716220	3.4905
	"2021"	"2021"	"Female"	"F"	"Idaho"	"16"	111	942307	11.7796
	"2021"	"2021"	"Female"	"F"	"Illinois"	"17"	253	6406387	3.9492
	"2021"	"2021"	"Female"	"F"	"Indiana"	"18"	216	3428315	6.3005
	"2021"	"2021"	"Female"	"F"	"Iowa"	"19"	99	1591695	6.2198
	"2021"	"2021"	"Female"	"F"	"Kansas"	"20"	95	1464091	6.4887
	"2021"	"2021"	"Female"	"F"	"Kentucky"	"21"	120	2275505	5.2736
	"2021"	"2021"	"Female"	"F"	"Louisiana"	"22"	104	2358856	4.4089
	"2021"	"2021"	"Female"	"F"	"Maine"	"23"	65	695754	9.3424
	"2021"	"2021"	"Female"	"F"	"Maryland"	"24"	99	3162705	3.1302
	"2021"	"2021"	"Female"	"F"	"Massachusetts"	"25"	189	3572631	5.2902
