"Notes"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Residence State"	"Residence State Code"	Deaths	Population	Crude Rate
	"2018"	"2018"	"Male"	"M"	"Hawaii"	"15"	35	711002	4.9226
	"2018"	"2018"	"Male"	"M"	"Idaho"	"16"	63	879077	7.1666
	"2018"	"2018"	"Male"	"M"	"Illinois"	"17"	376	6260901	6.0055
	"2018"	"2018"	"Male"	"M"	"Indiana"	"18"	216	3300302	6.5449
	"2018"	"2018"	"Male"	"M"	"Iowa"	"19"	132	1570807	8.4033
	"2018"	"2018"	"Male"	"M"	"Kansas"	"20"	99	1450406	6.8257
	"2018"	"2018"	"Male"	"M"	"Kentucky"	"21"	159	2201511	7.2223
	"2018"	"2018"	"Male"	"M"	"Louisiana"	"22"	83	2274759	3.6487
	"2018"	"2018"	"Male"	"M"	"Maine"	"23"	80	655373	12.2068
	"2018"	"2018"	"Male"	"M"	"Maryland"	"24"	129	2928921	4.4044
	"2018"	"2018"	"Male"	"M"	"Massachusetts"	"25"	268	3350528	7.9987
	"2018"	"2018"	"Male"	"M"	"Michigan"	"26"	312	4922143	6.3387
	"2018"	"2018"	"Male"	"M"	"Minnesota"	"27"	252	2794801	9.0167
	"2018"	"2018"	"Male"	"M"	"Mississippi"	"28"	74	1447735	5.1114
	"2018"	"2018"	"Male"	"M"	"Missouri"	"29"	218	3007563	7.2484
	"2018"	"2018"	"Male"	"M"	"Montana"	"30"	57	534852	10.6572
	"2018"	"2018"	"Male"	"M"	"Nebraska"	"31"	67	963382	6.9547
	"2018"	"2018"	"Male"	"M"	"Nevada"	"32"	167	1521555	10.9756
	"2018"	"2018"	"Male"	"M"	"New Hampshire"	"33"	51	672266	7.5863
	"2018"	"2018"	"Male"	"M"	"New Jersey"	"34"	212	4352194	4.8711
	"2018"	"2018"	"Male"	"M"	"New Mexico"	"35"	257	1037285	24.7762
	"2018"	"2018"	"Male"	"M"	"New York"	"36"	546	9488430	5.7544
	"2018"	"2018"	"Male"	"M"	"North Carolina"	"37"	361	5050861	7.1473
	"2018"	"2018"	"Male"	"M"	"North Dakota"	"38"	44	389350	11.3009
	"2018"	"2018"	"Male"	"M"	"Ohio"	"39"	345	5730718	6.0202
	"2018"	"2018"	"Male"	"M"	"Oklahoma"	"40"	132	1953046	6.7587
	"2018"	"2018"	"Male"	"M"	"Oregon"	"41"	296	2077494	14.2479
	"2018"	"2018"	"Male"	"M"	"Pennsylvania"	"42"	280	6274660	4.4624
	"2018"	"2018"	"Male"	"M"	"Rhode Island"	"44"	35	514332	6.8049
	"2018"	"2018"	"Male"	"M"	"South Carolina"	"45"	158	2463326	6.4141
	"2018"	"2018"	"Male"	"M"	"South Dakota"	"46"	42	445531	9.4270
	"2018"	"2018"	"Male"	"M"	"Tennessee"	"47"	242	3302924	7.3268
	"2018"	"2018"	"Male"	"M"	"Texas"	"48"	569	14260106	3.9902
	"2018"	"2018"	"Male"	"M"	"Utah"	"49"	110	1592143	6.9089
	"2018"	"2018"	"Male"	"M"	"Vermont"	"50"	31	309252	10.0242
	"2018"	"2018"	"Male"	"M"	"Virginia"	"51"	235	4190648	5.6077
	"2018"	"2018"	"Male"	"M"	"Washington"	"53"	263	3769911	6.9763
	"2018"	"2018"	"Male"	"M"	"West Virginia"	"54"	90	894340	10.0633
	"2018"	"2018"	"Male"	"M"	"Wisconsin"	"55"	267	2892273	9.2315
	"2018"	"2018"	"Male"	"M"	"Wyoming"	"56"	48	294534	16.2969
	"2019"	"2019"	"Female"	"F"	"Alabama"	"01"	36	2533668	1.4209
	"2019"	"2019"	"Female"	"F"	"Alaska"	"02"	26	350127	7.4259
	"2019"	"2019"	"Female"	"F"	"Arizona"	"04"	119	3661420	3.2501
	"2019"	"2019"	"Female"	"F"	"Arkansas"	"05"	31	1536188	2.0180
	"2019"	"2019"	"Female"	"F"	"California"	"06"	378	19867369	1.9026
	"2019"	"2019"	"Female"	"F"	"Colorado"	"08"	158	2857388	5.5295
	"2019"	"2019"	"Female"	"F"	"Connecticut"	"09"	41	1825870	2.2455
	"2019"	"2019"	"Female"	"F"	"Delaware"	"10"	14	502971	Unreliable
	"2019"	"2019"	"Female"	"F"	"District of Columbia"	"11"	Suppressed	371038	Suppressed
	"2019"	"2019"	"Female"	"F"	"Florida"	"12"	266	10980681	2.4224
	"2019"	"2019"	"Female"	"F"	"Georgia"	"13"	86	5456999	1.5760
	"2019"	"2019"	"Female"	"F"	"Hawaii"	"15"	13	707832	Unreliable
	"2019"	"2019"	"Female"	"F"	"Idaho"	"16"	42	891137	4.7131
	"2019"	"2019"	"Female"	"F"	"Illinois"	"17"	125	6445263	1.9394
	"2019"	"2019"	"Female"	"F"	"Indiana"	"18"	64	3411859	1.8758
	"2019"	"2019"	"Female"	"F"	"Iowa"	"19"	41	1583995	2.5884
	"2019"	"2019"	"Female"	"F"	"Kansas"	"20"	39	1461617	2.6683
	"2019"	"2019"	"Female"	"F"	"Kentucky"	"21"	45	2266644	1.9853
	"2019"	"2019"	"Female"	"F"	"Louisiana"	"22"	23	2381744	0.9657
	"2019"	"2019"	"Female"	"F"	"Maine"	"23"	27	686100	3.9353
	"2019"	"2019"	"Female"	"F"	"Maryland"	"24"	51	3116815	1.6363
	"2019"	"2019"	"Female"	"F"	"Massachusetts"	"25"	100	3546935	2.8193
	"2019"	"2019"	"Female"	"F"	"Michigan"	"26"	107	5068329	2.1111
	"2019"	"2019"	"Female"	"F"	"Minnesota"	"27"	105	2829821	3.7105
	"2019"	"2019"	"Female"	"F"	"Mississippi"	"28"	22	1533857	1.4343
	"2019"	"2019"	"Female"	"F"	"Missouri"	"29"	61	3124766	1.9521
	"2019"	"2019"	"Female"	"F"	"Montana"	"30"	34	530712	6.4065
	"2019"	"2019"	"Female"	"F"	"Nebraska"	"31"	26	967959	2.6861
	"2019"	"2019"	"Female"	"F"	"Nevada"	"32"	63	1535329	4.1034
	"2019"	"2019"	"Female"	"F"	"New Hampshire"	"33"	25	685918	3.6448
	"2019"	"2019"	"Female"	"F"	"New Jersey"	"34"	87	4541603	1.9156
	"2019"	"2019"	"Female"	"F"	"New Mexico"	"35"	85	1059397	8.0234
	"2019"	"2019"	"Female"	"F"	"New York"	"36"	163	10005715	1.6291
	"2019"	"2019"	"Female"	"F"	"North Carolina"	"37"	126	5387820	2.3386
	"2019"	"2019"	"Female"	"F"	"North Dakota"	"38"	12	372030	Unreliable
	"2019"	"2019"	"Female"	"F"	"Ohio"	"39"	128	5958538	2.1482
	"2019"	"2019"	"Female"	"F"	"Oklahoma"	"40"	48	1996313	2.4044
	"2019"	"2019"	"Female"	"F"	"Oregon"	"41"	104	2127010	4.8895
	"2019"	"2019"	"Female"	"F"	"Pennsylvania"	"42"	104	6527628	1.5932
	"2019"	"2019"	"Female"	"F"	"Rhode Island"	"44"	18	543686	Unreliable
	"2019"	"2019"	"Female"	"F"	"South Carolina"	"45"	51	2655575	1.9205
	"2019"	"2019"	"Female"	"F"	"South Dakota"	"46"	22	437902	5.0240
	"2019"	"2019"	"Female"	"F"	"Tennessee"	"47"	67	3496935	1.9160
	"2019"	"2019"	"Female"	"F"	"Texas"	"48"	222	14593179	1.5213
	"2019"	"2019"	"Female"	"F"	"Utah"	"49"	45	1591041	2.8283
	"2019"	"2019"	"Female"	"F"	"Vermont"	"50"	12	315673	Unreliable
	"2019"	"2019"	"Female"	"F"	"Virginia"	"51"	71	4335262	1.6377
	"2019"	"2019"	"Female"	"F"	"Washington"	"53"	132	3802910	3.4710
	"2019"	"2019"	"Female"	"F"	"West Virginia"	"54"	21	904377	2.3220
	"2019"	"2019"	"Female"	"F"	"Wisconsin"	"55"	119	2925225	4.0681
	"2019"	"2019"	"Female"	"F"	"Wyoming"	"56"	15	284029	Unreliable
	"2019"	"2019"	"Male"	"M"	"Alabama"	"01"	99	2369517	4.1781
	"2019"	"2019"	"Male"	"M"	"Alaska"	"02"	73	381418	19.1391
	"2019"	"2019"	"Male"	"M"	"Arizona"	"04"	370	3617297	10.2286
	"2019"	"2019"	"Male"	"M"	"Arkansas"	"05"	86	1481616	5.8045
	"2019"	"2019"	"Male"	"M"	"California"	"06"	1088	19644854	5.5383
	"2019"	"2019"	"Male"	"M"	"Colorado"	"08"	344	2901348	11.8566
	"2019"	"2019"	"Male"	"M"	"Connecticut"	"09"	144	1739417	8.2786
	"2019"	"2019"	"Male"	"M"	"Delaware"	"10"	45	470793	9.5583
	"2019"	"2019"	"Male"	"M"	"District of Columbia"	"11"	28	334711	8.3654
	"2019"	"2019"	"Male"	"M"	"Florida"	"12"	737	10497056	7.0210
	"2019"	"2019"	"Male"	"M"	"Georgia"	"13"	290	5160424	5.6197
	"2019"	"2019"	"Male"	"M"	"Hawaii"	"15"	29	708040	4.0958
	"2019"	"2019"	"Male"	"M"	"Idaho"	"16"	87	895928	9.7106
	"2019"	"2019"	"Male"	"M"	"Illinois"	"17"	350	6226558	5.6211
	"2019"	"2019"	"Male"	"M"	"Indiana"	"18"	224	3320360	6.7463
	"2019"	"2019"	"Male"	"M"	"Iowa"	"19"	138	1571075	8.7838
	"2019"	"2019"	"Male"	"M"	"Kansas"	"20"	94	1451697	6.4752
	"2019"	"2019"	"Male"	"M"	"Kentucky"	"21"	167	2201029	7.5874
	"2019"	"2019"	"Male"	"M"	"Louisiana"	"22"	97	2267050	4.2787
	"2019"	"2019"	"Male"	"M"	"Maine"	"23"	64	658112	9.7248
	"2019"	"2019"	"Male"	"M"	"Maryland"	"24"	116	2928865	3.9606
	"2019"	"2019"	"Male"	"M"	"Massachusetts"	"25"	276	3345568	8.2497
	"2019"	"2019"	"Male"	"M"	"Michigan"	"26"	315	4918528	6.4044
	"2019"	"2019"	"Male"	"M"	"Minnesota"	"27"	268	2809811	9.5380
	"2019"	"2019"	"Male"	"M"	"Mississippi"	"28"	67	1442292	4.6454
	"2019"	"2019"	"Male"	"M"	"Missouri"	"29"	189	3012662	6.2735
	"2019"	"2019"	"Male"	"M"	"Montana"	"30"	80	538066	14.8681
	"2019"	"2019"	"Male"	"M"	"Nebraska"	"31"	69	966449	7.1395
	"2019"	"2019"	"Male"	"M"	"Nevada"	"32"	168	1544827	10.8750
	"2019"	"2019"	"Male"	"M"	"New Hampshire"	"33"	69	673793	10.2405
	"2019"	"2019"	"Male"	"M"	"New Jersey"	"34"	241	4340587	5.5522
	"2019"	"2019"	"Male"	"M"	"New Mexico"	"35"	240	1037432	23.1340
	"2019"	"2019"	"Male"	"M"	"New York"	"36"	513	9447846	5.4298
	"2019"	"2019"	"Male"	"M"	"North Carolina"	"37"	389	5100264	7.6271
	"2019"	"2019"	"Male"	"M"	"North Dakota"	"38"	56	390032	14.3578
	"2019"	"2019"	"Male"	"M"	"Ohio"	"39"	368	5730562	6.4217
	"2019"	"2019"	"Male"	"M"	"Oklahoma"	"40"	173	1960658	8.8236
	"2019"	"2019"	"Male"	"M"	"Oregon"	"41"	294	2090727	14.0621
	"2019"	"2019"	"Male"	"M"	"Pennsylvania"	"42"	338	6274361	5.3870
	"2019"	"2019"	"Male"	"M"	"Rhode Island"	"44"	53	515675	10.2778
	"2019"	"2019"	"Male"	"M"	"South Carolina"	"45"	177	2493139	7.0995
	"2019"	"2019"	"Male"	"M"	"South Dakota"	"46"	41	446757	9.1772
	"2019"	"2019"	"Male"	"M"	"Tennessee"	"47"	284	3332239	8.5228
	"2019"	"2019"	"Male"	"M"	"Texas"	"48"	626	14402702	4.3464
	"2019"	"2019"	"Male"	"M"	"Utah"	"49"	96	1614917	5.9446
	"2019"	"2019"	"Male"	"M"	"Vermont"	"50"	43	308316	13.9467
	"2019"	"2019"	"Male"	"M"	"Virginia"	"51"	287	4200257	6.8329
	"2019"	"2019"	"Male"	"M"	"Washington"	"53"	273	3811983	7.1616
	"2019"	"2019"	"Male"	"M"	"West Virginia"	"54"	71	887770	7.9976
	"2019"	"2019"	"Male"	"M"	"Wisconsin"	"55"	297	2897209	10.2512
	"2019"	"2019"	"Male"	"M"	"Wyoming"	"56"	57	294730	19.3397
	"2020"	"2020"	"Female"	"F"	"Alabama"	"01"	42	2544566	1.6506
	"2020"	"2020"	"Female"	"F"	"Alaska"	"02"	54	349621	15.4453
	"2020"	"2020"	"Female"	"F"	"Arizona"	"04"	185	3735475	4.9525
	"2020"	"2020"	"Female"	"F"	"Arkansas"	"05"	33	1543666	2.1378
	"2020"	"2020"	"Female"	"F"	"California"	"06"	442	19790589	2.2334
	"2020"	"2020"	"Female"	"F"	"Colorado"	"08"	201	2881832	6.9747
	"2020"	"2020"	"Female"	"F"	"Connecticut"	"09"	48	1822086	2.6343
	"2020"	"2020"	"Female"	"F"	"Delaware"	"10"	20	510069	3.9210
	"2020"	"2020"	"Female"	"F"	"District of Columbia"	"11"	Suppressed	374884	Suppressed
	"2020"	"2020"	"Female"	"F"	"Florida"	"12"	321	11113132	2.8885
	"2020"	"2020"	"Female"	"F"	"Georgia"	"13"	106	5508468	1.9243
	"2020"	"2020"	"Female"	"F"	"Hawaii"	"15"	17	702640	Unreliable
	"2020"	"2020"	"Female"	"F"	"Idaho"	"16"	38	910789	4.1722
	"2020"	"2020"	"Female"	"F"	"Illinois"	"17"	160	6402224	2.4991
	"2020"	"2020"	"Female"	"F"	"Indiana"	"18"	95	3422994	2.7753
	"2020"	"2020"	"Female"	"F"	"Iowa"	"19"	66	1587866	4.1565
	"2020"	"2020"	"Female"	"F"	"Kansas"	"20"	49	1462265	3.3510
	"2020"	"2020"	"Female"	"F"	"Kentucky"	"21"	61	2271906	2.6850
	"2020"	"2020"	"Female"	"F"	"Louisiana"	"22"	38	2381158	1.5959
	"2020"	"2020"	"Female"	"F"	"Maine"	"23"	35	688840	5.0810
	"2020"	"2020"	"Female"	"F"	"Maryland"	"24"	75	3123228	2.4014
	"2020"	"2020"	"Female"	"F"	"Massachusetts"	"25"	150	3546542	4.2295
	"2020"	"2020"	"Female"	"F"	"Michigan"	"26"	163	5058742	3.2221
	"2020"	"2020"	"Female"	"F"	"Minnesota"	"27"	131	2838748	4.6147
	"2020"	"2020"	"Female"	"F"	"Mississippi"	"28"	18	1530971	Unreliable
	"2020"	"2020"	"Female"	"F"	"Missouri"	"29"	94	3133825	2.9995
	"2020"	"2020"	"Female"	"F"	"Montana"	"30"	42	536476	7.8289
	"2020"	"2020"	"Female"	"F"	"Nebraska"	"31"	36	969739	3.7123
	"2020"	"2020"	"Female"	"F"	"Nevada"	"32"	102	1565619	6.5150
	"2020"	"2020"	"Female"	"F"	"New Hampshire"	"33"	34	689281	4.9327
	"2020"	"2020"	"Female"	"F"	"New Jersey"	"34"	96	4539322	2.1149
	"2020"	"2020"	"Female"	"F"	"New Mexico"	"35"	118	1063860	11.0917
	"2020"	"2020"	"Female"	"F"	"New York"	"36"	194	9946279	1.9505
	"2020"	"2020"	"Female"	"F"	"North Carolina"	"37"	141	5448241	2.5880
	"2020"	"2020"	"Female"	"F"	"North Dakota"	"38"	20	373494	5.3548
	"2020"	"2020"	"Female"	"F"	"Ohio"	"39"	147	5960556	2.4662
	"2020"	"2020"	"Female"	"F"	"Oklahoma"	"40"	67	2009602	3.3340
	"2020"	"2020"	"Female"	"F"	"Oregon"	"41"	134	2139046	6.2645
	"2020"	"2020"	"Female"	"F"	"Pennsylvania"	"42"	120	6516212	1.8416
	"2020"	"2020"	"Female"	"F"	"Rhode Island"	"44"	16	542433	Unreliable
	"2020"	"2020"	"Female"	"F"	"South Carolina"	"45"	81	2694628	3.0060
	"2020"	"2020"	"Female"	"F"	"South Dakota"	"46"	16	442058	Unreliable
	"2020"	"2020"	"Female"	"F"	"Tennessee"	"47"	142	3528814	4.0240
	"2020"	"2020"	"Female"	"F"	"Texas"	"48"	294	14779708	1.9892
	"2020"	"2020"	"Female"	"F"	"Utah"	"49"	46	1612139	2.8534
	"2020"	"2020"	"Female"	"F"	"Vermont"	"50"	14	315355	Unreliable
	"2020"	"2020"	"Female"	"F"	"Virginia"	"51"	99	4363032	2.2691
	"2020"	"2020"	"Female"	"F"	"Washington"	"53"	138	3840014	3.5937
	"2020"	"2020"	"Female"	"F"	"West Virginia"	"54"	27	900511	2.9983
	"2020"	"2020"	"Female"	"F"	"Wisconsin"	"55"	141	2928939	4.8140
	"2020"	"2020"	"Female"	"F"	"Wyoming"	"56"	25	285437	8.7585
	"2020"	"2020"	"Male"	"M"	"Alabama"	"01"	130	2376966	5.4692
	"2020"	"2020"	"Male"	"M"	"Alaska"	"02"	60	381537	15.7259
	"2020"	"2020"	"Male"	"M"	"Arizona"	"04"	480	3685926	13.0225
	"2020"	"2020"	"Male"	"M"	"Arkansas"	"05"	102	1486856	6.8601
	"2020"	"2020"	"Male"	"M"	"California"	"06"	1400	19577489	7.1511
	"2020"	"2020"	"Male"	"M"	"Colorado"	"08"	540	2925887	18.4559
	"2020"	"2020"	"Male"	"M"	"Connecticut"	"09"	181	1734920	10.4328
	"2020"	"2020"	"Male"	"M"	"Delaware"	"10"	50	476740	10.4879
	"2020"	"2020"	"Male"	"M"	"District of Columbia"	"11"	47	337932	13.9081
	"2020"	"2020"	"Male"	"M"	"Florida"	"12"	967	10620180	9.1053
	"2020"	"2020"	"Male"	"M"	"Georgia"	"13"	378	5201549	7.2671
	"2020"	"2020"	"Male"	"M"	"Hawaii"	"15"	52	704366	7.3825
	"2020"	"2020"	"Male"	"M"	"Idaho"	"16"	96	916124	10.4789
	"2020"	"2020"	"Male"	"M"	"Illinois"	"17"	493	6185306	7.9705
	"2020"	"2020"	"Male"	"M"	"Indiana"	"18"	336	3331959	10.0842
	"2020"	"2020"	"Male"	"M"	"Iowa"	"19"	207	1575695	13.1371
	"2020"	"2020"	"Male"	"M"	"Kansas"	"20"	165	1451540	11.3672
	"2020"	"2020"	"Male"	"M"	"Kentucky"	"21"	229	2205345	10.3839
	"2020"	"2020"	"Male"	"M"	"Louisiana"	"22"	125	2264160	5.5208
	"2020"	"2020"	"Male"	"M"	"Maine"	"23"	94	661301	14.2144
	"2020"	"2020"	"Male"	"M"	"Maryland"	"24"	177	2932574	6.0357
	"2020"	"2020"	"Male"	"M"	"Massachusetts"	"25"	388	3347032	11.5924
	"2020"	"2020"	"Male"	"M"	"Michigan"	"26"	518	4907813	10.5546
	"2020"	"2020"	"Male"	"M"	"Minnesota"	"27"	347	2818594	12.3111
	"2020"	"2020"	"Male"	"M"	"Mississippi"	"28"	89	1435815	6.1986
	"2020"	"2020"	"Male"	"M"	"Missouri"	"29"	282	3017723	9.3448
	"2020"	"2020"	"Male"	"M"	"Montana"	"30"	85	544101	15.6221
	"2020"	"2020"	"Male"	"M"	"Nebraska"	"31"	136	967813	14.0523
	"2020"	"2020"	"Male"	"M"	"Nevada"	"32"	233	1572640	14.8159
	"2020"	"2020"	"Male"	"M"	"New Hampshire"	"33"	75	676994	11.0784
	"2020"	"2020"	"Male"	"M"	"New Jersey"	"34"	321	4343049	7.3911
	"2020"	"2020"	"Male"	"M"	"New Mexico"	"35"	292	1042459	28.0107
	"2020"	"2020"	"Male"	"M"	"New York"	"36"	650	9390497	6.9219
	"2020"	"2020"	"Male"	"M"	"North Carolina"	"37"	464	5152582	9.0052
	"2020"	"2020"	"Male"	"M"	"North Dakota"	"38"	68	391815	17.3551
	"2020"	"2020"	"Male"	"M"	"Ohio"	"39"	521	5732661	9.0883
	"2020"	"2020"	"Male"	"M"	"Oklahoma"	"40"	230	1971181	11.6681
	"2020"	"2020"	"Male"	"M"	"Oregon"	"41"	392	2102461	18.6448
	"2020"	"2020"	"Male"	"M"	"Pennsylvania"	"42"	402	6267042	6.4145
	"2020"	"2020"	"Male"	"M"	"Rhode Island"	"44"	83	514692	16.1261
	"2020"	"2020"	"Male"	"M"	"South Carolina"	"45"	251	2523412	9.9468
	"2020"	"2020"	"Male"	"M"	"South Dakota"	"46"	62	450659	13.7576
	"2020"	"2020"	"Male"	"M"	"Tennessee"	"47"	381	3358020	11.3460
	"2020"	"2020"	"Male"	"M"	"Texas"	"48"	895	14581051	6.1381
	"2020"	"2020"	"Male"	"M"	"Utah"	"49"	165	1637740	10.0749
	"2020"	"2020"	"Male"	"M"	"Vermont"	"50"	39	307992	12.6627
	"2020"	"2020"	"Male"	"M"	"Virginia"	"51"	342	4227531	8.0898
	"2020"	"2020"	"Male"	"M"	"Washington"	"53"	370	3853598	9.6014
	"2020"	"2020"	"Male"	"M"	"West Virginia"	"54"	103	884276	11.6479
	"2020"	"2020"	"Male"	"M"	"Wisconsin"	"55"	381	2903716	13.1211
	"2020"	"2020"	"Male"	"M"	"Wyoming"	"56"	72	296891	24.2513
	"2021"	"2021"	"Female"	"F"	"Alabama"	"01"	50	2591778	1.9292
	"2021"	"2021"	"Female"	"F"	"Alaska"	"02"	46	348469	13.2006
	"2021"	"2021"	"Female"	"F"	"Arizona"	"04"	193	3642602	5.2984
	"2021"	"2021"	"Female"	"F"	"Arkansas"	"05"	33	1532713	2.1530
	"2021"	"2021"	"Female"	"F"	"California"	"06"	550	19620646	2.8032
	"2021"	"2021"	"Female"	"F"	"Colorado"	"08"	219	2867419	7.6375
	"2021"	"2021"	"Female"	"F"	"Connecticut"	"09"	71	1836010	3.8671
	"2021"	"2021"	"Female"	"F"	"Delaware"	"10"	17	516048	Unreliable
	"2021"	"2021"	"Female"	"F"	"District of Columbia"	"11"	11	351146	Unreliable
	"2021"	"2021"	"Female"	"F"	"Florida"	"12"	342	11070771	3.0892
	"2021"	"2021"	"Female"	"F"	"Georgia"	"13"	159	5529805	2.8753
	"2021"	"2021"	"Female"	"F"	"Hawaii"	"15"	13	716220	Unreliable
	"2021"	"2021"	"Female"	"F"	"Idaho"	"16"	46	942307	4.8816
	"2021"	"2021"	"Female"	"F"	"Illinois"	"17"	178	6406387	2.7785
	"2021"	"2021"	"Female"	"F"	"Indiana"	"18"	83	3428315	2.4210
	"2021"	"2021"	"Female"	"F"	"Iowa"	"19"	63	1591695	3.9580
	"2021"	"2021"	"Female"	"F"	"Kansas"	"20"	51	1464091	3.4834
	"2021"	"2021"	"Female"	"F"	"Kentucky"	"21"	49	2275505	2.1534
	"2021"	"2021"	"Female"	"F"	"Louisiana"	"22"	37	2358856	1.5686
	"2021"	"2021"	"Female"	"F"	"Maine"	"23"	31	695754	4.4556
	"2021"	"2021"	"Female"	"F"	"Maryland"	"24"	48	3162705	1.5177
	"2021"	"2021"	"Female"	"F"	"Massachusetts"	"25"	152	3572631	4.2546
